Date,Order_ID,Customer_ID,Category,Product,Quantity,Price,Revenue,Region
2025-11-08,ORD00869,CUST1381,Electronics,Smartphone,1,58566.16,58566.16,West
2025-11-08,ORD00128,CUST2837,Sports,Dumbbells,1,3848.57,3848.57,South
2025-11-09,ORD02198,CUST1534,Clothing,Jacket,1,3869.76,3869.76,West
2025-11-09,ORD02990,CUST1470,Sports,Yoga Mat,3,1098.29,3294.87,South
2025-11-09,ORD00530,CUST2746,Books,Comics,2,1197.53,2395.05,North
2025-11-09,ORD03497,CUST1648,Books,Comics,1,1846.52,1846.52,West
2025-11-09,ORD03545,CUST1299,Clothing,Jeans,2,4331.62,8663.24,Central
2025-11-09,ORD01237,CUST2850,Clothing,Shoes,1,3046.18,3046.18,South
2025-11-09,ORD03429,CUST1916,Sports,Running Shoes,4,1606.81,6427.26,West
2025-11-09,ORD00081,CUST2158,Electronics,Tablet,1,66631.43,66631.43,North
2025-11-09,ORD01500,CUST2001,Home & Kitchen,Cookware,1,11030.86,11030.86,West
2025-11-09,ORD02488,CUST1267,Electronics,Tablet,3,53055.0,159165.01,West
2025-11-09,ORD01574,CUST1404,Books,Comics,2,886.84,1773.67,North
2025-11-10,ORD00008,CUST1329,Sports,Tennis Racket,1,1679.02,1679.02,South
2025-11-10,ORD02996,CUST1351,Electronics,Smartphone,1,37903.37,37903.37,Central
2025-11-10,ORD02861,CUST2601,Home & Kitchen,Blender,1,1046.11,1046.11,West
2025-11-10,ORD04041,CUST1200,Electronics,Smartwatch,1,68935.09,68935.09,East
2025-11-10,ORD04065,CUST2003,Books,Textbook,2,818.98,1637.97,North
2025-11-10,ORD00680,CUST2376,Electronics,Headphones,1,57868.33,57868.33,South
2025-11-10,ORD00514,CUST1032,Clothing,Dress,2,915.21,1830.42,North
2025-11-10,ORD01150,CUST1943,Sports,Dumbbells,1,8427.32,8427.32,West
2025-11-10,ORD03076,CUST2066,Books,Fiction,1,1630.95,1630.95,West
2025-11-10,ORD04455,CUST1770,Home & Kitchen,Vacuum,2,8799.54,17599.08,East
2025-11-10,ORD00273,CUST1391,Sports,Tennis Racket,1,8415.32,8415.32,North
2025-11-10,ORD02498,CUST1963,Clothing,Dress,2,2622.18,5244.35,North
2025-11-10,ORD01351,CUST1268,Home & Kitchen,Blender,2,12418.16,24836.33,East
2025-11-10,ORD04756,CUST2191,Home & Kitchen,Air Fryer,2,6119.09,12238.18,West
2025-11-11,ORD01673,CUST1655,Clothing,Jacket,1,3255.19,3255.19,West
2025-11-11,ORD01343,CUST1784,Clothing,Jacket,1,1057.73,1057.73,Central
2025-11-11,ORD01241,CUST1926,Home & Kitchen,Cookware,1,2867.44,2867.44,South
2025-11-11,ORD00815,CUST2488,Clothing,T-Shirt,3,4820.05,14460.16,East
2025-11-11,ORD01410,CUST1827,Electronics,Smartwatch,1,20909.4,20909.4,West
2025-11-11,ORD00468,CUST1895,Electronics,Headphones,1,26469.43,26469.43,Central
2025-11-11,ORD01430,CUST1632,Electronics,Smartphone,1,64492.23,64492.23,Central
2025-11-11,ORD02476,CUST1231,Sports,Running Shoes,1,6723.54,6723.54,West
2025-11-11,ORD01453,CUST2212,Clothing,Shoes,1,4017.75,4017.75,South
2025-11-11,ORD01445,CUST2105,Home & Kitchen,Cookware,5,3995.46,19977.32,North
2025-11-11,ORD01049,CUST2563,Sports,Yoga Mat,1,3638.62,3638.62,West
2025-11-11,ORD00921,CUST1572,Sports,Bicycle,1,4783.58,4783.58,South
2025-11-11,ORD03956,CUST1379,Books,Biography,2,1636.67,3273.35,South
2025-11-12,ORD00116,CUST1837,Electronics,Tablet,1,44398.87,44398.87,North
2025-11-12,ORD03990,CUST1641,Clothing,Dress,1,1247.97,1247.97,South
2025-11-12,ORD01323,CUST2252,Home & Kitchen,Cookware,2,10861.68,21723.36,West
2025-11-12,ORD03249,CUST1013,Clothing,Shoes,1,3411.17,3411.17,South
2025-11-12,ORD01159,CUST2243,Clothing,Dress,4,1364.19,5456.76,South
2025-11-12,ORD01376,CUST1050,Electronics,Headphones,2,48402.55,96805.1,North
2025-11-12,ORD01469,CUST2763,Home & Kitchen,Coffee Maker,1,8912.97,8912.97,Central
2025-11-12,ORD03628,CUST2631,Clothing,Jacket,2,1929.85,3859.69,East
2025-11-12,ORD00796,CUST1289,Electronics,Tablet,1,7287.24,7287.24,North
2025-11-12,ORD02187,CUST2058,Sports,Dumbbells,1,6298.44,6298.44,West
2025-11-12,ORD01196,CUST2902,Home & Kitchen,Air Fryer,2,7150.25,14300.49,West
2025-11-12,ORD02076,CUST2584,Clothing,T-Shirt,1,1420.3,1420.3,East
2025-11-12,ORD03000,CUST1927,Electronics,Tablet,3,22188.87,66566.6,West
2025-11-12,ORD02219,CUST1563,Clothing,Jacket,1,1644.62,1644.62,North
2025-11-12,ORD01306,CUST2876,Clothing,Shoes,5,1308.62,6543.09,West
2025-11-12,ORD04287,CUST1496,Electronics,Headphones,1,18661.86,18661.86,East
2025-11-12,ORD01979,CUST1391,Sports,Yoga Mat,1,9264.16,9264.16,North
2025-11-13,ORD03624,CUST1895,Electronics,Headphones,3,38736.75,116210.24,South
2025-11-13,ORD04192,CUST1179,Electronics,Laptop,1,73100.87,73100.87,East
2025-11-13,ORD01003,CUST2983,Books,Fiction,5,1427.3,7136.5,North
2025-11-13,ORD01882,CUST1388,Sports,Dumbbells,1,6585.9,6585.9,North
2025-11-13,ORD04314,CUST2273,Sports,Dumbbells,2,5159.7,10319.4,South
2025-11-13,ORD00949,CUST1968,Books,Comics,1,212.21,212.21,South
2025-11-13,ORD02354,CUST2112,Electronics,Laptop,1,11339.95,11339.95,South
2025-11-13,ORD01356,CUST2822,Books,Biography,2,358.32,716.63,South
2025-11-13,ORD04649,CUST1475,Books,Biography,2,1827.75,3655.51,East
2025-11-13,ORD04441,CUST1438,Books,Comics,1,1185.3,1185.3,North
2025-11-13,ORD02312,CUST1334,Sports,Bicycle,1,9079.61,9079.61,Central
2025-11-13,ORD00615,CUST1137,Clothing,Dress,2,4837.18,9674.36,South
2025-11-13,ORD01051,CUST1525,Electronics,Tablet,1,79813.53,79813.53,South
2025-11-13,ORD01061,CUST1067,Clothing,Jacket,1,4311.15,4311.15,West
2025-11-13,ORD04175,CUST1935,Sports,Running Shoes,2,5628.79,11257.59,West
2025-11-14,ORD04618,CUST1930,Clothing,Dress,1,4827.81,4827.81,Central
2025-11-14,ORD00384,CUST2002,Clothing,Jacket,2,3547.85,7095.71,North
2025-11-14,ORD00184,CUST2743,Sports,Tennis Racket,1,5337.0,5337.0,East
2025-11-14,ORD04787,CUST1982,Books,Non-Fiction,1,643.77,643.77,Central
2025-11-14,ORD00265,CUST2116,Books,Biography,2,1964.01,3928.02,East
2025-11-14,ORD02074,CUST1862,Sports,Tennis Racket,1,5125.77,5125.77,West
2025-11-14,ORD00555,CUST2198,Clothing,Shoes,2,660.95,1321.9,North
2025-11-14,ORD02896,CUST1964,Books,Non-Fiction,4,937.54,3750.18,Central
2025-11-14,ORD02482,CUST2408,Electronics,Laptop,2,45607.2,91214.41,Central
2025-11-14,ORD01118,CUST1922,Sports,Running Shoes,1,8586.95,8586.95,North
2025-11-14,ORD03292,CUST1508,Home & Kitchen,Cookware,1,7558.09,7558.09,East
2025-11-14,ORD00768,CUST1984,Electronics,Laptop,2,5444.62,10889.23,West
2025-11-14,ORD01912,CUST2110,Electronics,Laptop,1,19001.29,19001.29,North
2025-11-14,ORD00736,CUST2637,Electronics,Headphones,1,32094.98,32094.98,North
2025-11-14,ORD03116,CUST2889,Electronics,Smartphone,1,57335.23,57335.23,West
2025-11-14,ORD03198,CUST2266,Sports,Tennis Racket,5,3267.13,16335.63,South
2025-11-15,ORD04696,CUST1818,Home & Kitchen,Vacuum,2,5807.0,11614.0,South
2025-11-15,ORD03386,CUST2211,Clothing,Jacket,2,2107.76,4215.51,North
2025-11-15,ORD04672,CUST1327,Books,Fiction,4,224.82,899.27,East
2025-11-15,ORD04563,CUST1790,Sports,Bicycle,5,1112.49,5562.45,Central
2025-11-15,ORD02662,CUST1782,Books,Biography,2,1921.72,3843.43,Central
2025-11-15,ORD01473,CUST1025,Electronics,Headphones,5,13601.7,68008.49,South
2025-11-15,ORD01146,CUST1580,Electronics,Laptop,2,79269.92,158539.85,Central
2025-11-15,ORD01672,CUST1659,Clothing,T-Shirt,1,1520.46,1520.46,East
2025-11-15,ORD01611,CUST2969,Electronics,Tablet,1,67700.52,67700.52,West
2025-11-15,ORD02462,CUST1010,Home & Kitchen,Coffee Maker,1,13983.42,13983.42,North
2025-11-15,ORD02075,CUST1022,Electronics,Tablet,3,12205.7,36617.09,West
2025-11-15,ORD01084,CUST2516,Home & Kitchen,Air Fryer,1,13116.01,13116.01,West
2025-11-15,ORD04470,CUST2153,Home & Kitchen,Blender,3,14530.74,43592.23,West
2025-11-15,ORD03878,CUST1030,Clothing,Shoes,1,514.62,514.62,Central
2025-11-15,ORD04385,CUST2343,Home & Kitchen,Coffee Maker,2,9882.74,19765.48,East
2025-11-15,ORD02255,CUST1902,Home & Kitchen,Blender,2,2820.1,5640.19,Central
2025-11-16,ORD03082,CUST2890,Home & Kitchen,Coffee Maker,2,2182.61,4365.22,South
2025-11-16,ORD03284,CUST1017,Electronics,Laptop,1,70701.33,70701.33,East
2025-11-16,ORD02129,CUST2379,Clothing,Dress,1,2499.4,2499.4,North
2025-11-16,ORD02120,CUST2547,Clothing,Shoes,3,1234.5,3703.5,South
2025-11-16,ORD04924,CUST2651,Electronics,Laptop,2,55770.02,111540.05,West
2025-11-16,ORD03178,CUST1010,Home & Kitchen,Blender,1,12176.38,12176.38,West
2025-11-16,ORD01158,CUST1423,Sports,Tennis Racket,1,804.17,804.17,East
2025-11-16,ORD03493,CUST1543,Electronics,Smartwatch,1,62020.34,62020.34,East
2025-11-16,ORD03494,CUST1870,Electronics,Smartphone,1,52501.84,52501.84,South
2025-11-17,ORD02512,CUST1215,Books,Fiction,2,837.6,1675.19,South
2025-11-17,ORD03750,CUST2328,Sports,Bicycle,2,8491.29,16982.59,North
2025-11-17,ORD04886,CUST1030,Home & Kitchen,Vacuum,2,11385.87,22771.74,North
2025-11-17,ORD04262,CUST1456,Sports,Bicycle,2,1364.88,2729.75,West
2025-11-17,ORD04911,CUST1983,Home & Kitchen,Air Fryer,1,13740.14,13740.14,East
2025-11-17,ORD01103,CUST2190,Books,Non-Fiction,1,1970.56,1970.56,East
2025-11-17,ORD03706,CUST2207,Books,Textbook,2,274.18,548.35,Central
2025-11-17,ORD01554,CUST1692,Sports,Bicycle,1,5570.55,5570.55,Central
2025-11-18,ORD04017,CUST2260,Home & Kitchen,Coffee Maker,1,4861.76,4861.76,South
2025-11-18,ORD01736,CUST2582,Electronics,Headphones,5,14205.5,71027.52,North
2025-11-18,ORD04554,CUST1780,Electronics,Smartwatch,1,43505.51,43505.51,South
2025-11-18,ORD03498,CUST2851,Electronics,Smartwatch,2,37077.46,74154.93,Central
2025-11-18,ORD03885,CUST1383,Electronics,Headphones,1,12995.98,12995.98,West
2025-11-18,ORD04860,CUST1114,Electronics,Laptop,1,13841.45,13841.45,East
2025-11-18,ORD00089,CUST2539,Electronics,Smartwatch,1,32500.92,32500.92,East
2025-11-18,ORD03393,CUST1974,Sports,Tennis Racket,5,838.51,4192.55,North
2025-11-18,ORD01045,CUST1609,Home & Kitchen,Blender,4,10867.14,43468.57,South
2025-11-18,ORD01849,CUST1770,Home & Kitchen,Coffee Maker,2,8615.63,17231.26,South
2025-11-18,ORD04676,CUST2783,Sports,Running Shoes,5,6630.46,33152.3,East
2025-11-18,ORD04819,CUST2577,Electronics,Smartphone,1,29387.31,29387.31,East
2025-11-18,ORD00199,CUST2915,Home & Kitchen,Air Fryer,1,1438.8,1438.8,Central
2025-11-18,ORD01917,CUST1560,Clothing,Shoes,2,4173.5,8347.01,West
2025-11-18,ORD00428,CUST1711,Home & Kitchen,Blender,1,3029.06,3029.06,East
2025-11-19,ORD04109,CUST1154,Home & Kitchen,Blender,1,4917.03,4917.03,West
2025-11-19,ORD01121,CUST1339,Electronics,Laptop,1,19638.1,19638.1,North
2025-11-19,ORD04059,CUST2108,Sports,Yoga Mat,1,3809.68,3809.68,South
2025-11-19,ORD03335,CUST2071,Electronics,Smartwatch,5,74118.74,370593.68,North
2025-11-19,ORD02136,CUST1820,Sports,Tennis Racket,1,9508.32,9508.32,East
2025-11-19,ORD00281,CUST2524,Electronics,Headphones,1,23910.8,23910.8,West
2025-11-19,ORD00490,CUST1131,Sports,Bicycle,1,9550.39,9550.39,South
2025-11-19,ORD03341,CUST1688,Sports,Dumbbells,3,1780.69,5342.06,South
2025-11-19,ORD04523,CUST1753,Electronics,Tablet,2,68378.65,136757.31,Central
2025-11-19,ORD02758,CUST2897,Home & Kitchen,Cookware,1,2763.19,2763.19,Central
2025-11-19,ORD02675,CUST1692,Books,Biography,1,467.55,467.55,Central
2025-11-19,ORD03575,CUST2282,Clothing,Shoes,1,1758.63,1758.63,West
2025-11-19,ORD00646,CUST1679,Home & Kitchen,Cookware,2,12780.16,25560.31,South
2025-11-19,ORD02430,CUST2133,Sports,Yoga Mat,1,4216.67,4216.67,South
2025-11-19,ORD02395,CUST1641,Sports,Running Shoes,2,8507.94,17015.87,East
2025-11-19,ORD02582,CUST1263,Electronics,Laptop,2,66171.58,132343.15,West
2025-11-20,ORD02510,CUST1327,Clothing,Shoes,1,2710.19,2710.19,North
2025-11-20,ORD03226,CUST2307,Home & Kitchen,Vacuum,3,7502.67,22508.0,South
2025-11-20,ORD02237,CUST2565,Sports,Dumbbells,1,6614.51,6614.51,East
2025-11-20,ORD00906,CUST2345,Electronics,Smartwatch,3,76742.81,230228.44,South
2025-11-20,ORD02263,CUST1795,Clothing,Dress,2,4920.62,9841.24,East
2025-11-20,ORD02873,CUST2307,Clothing,Dress,1,2293.54,2293.54,Central
2025-11-20,ORD00229,CUST2092,Electronics,Tablet,2,6188.89,12377.78,West
2025-11-20,ORD02622,CUST1677,Home & Kitchen,Air Fryer,1,3691.25,3691.25,West
2025-11-20,ORD01773,CUST1741,Books,Comics,1,586.57,586.57,Central
2025-11-20,ORD00119,CUST1524,Electronics,Smartwatch,2,15476.93,30953.86,East
2025-11-20,ORD00474,CUST1231,Electronics,Laptop,2,11443.28,22886.56,Central
2025-11-21,ORD04018,CUST2941,Home & Kitchen,Blender,1,10060.89,10060.89,East
2025-11-21,ORD01786,CUST2096,Sports,Running Shoes,1,8792.3,8792.3,West
2025-11-21,ORD00054,CUST2729,Electronics,Tablet,1,10647.61,10647.61,Central
2025-11-21,ORD00759,CUST2880,Books,Biography,4,1671.34,6685.37,North
2025-11-21,ORD00406,CUST1383,Electronics,Smartwatch,1,42776.88,42776.88,North
2025-11-21,ORD03751,CUST1736,Electronics,Smartphone,1,77177.88,77177.88,South
2025-11-21,ORD00923,CUST2816,Clothing,Dress,1,3802.53,3802.53,East
2025-11-21,ORD02114,CUST2660,Electronics,Smartwatch,2,39693.74,79387.48,North
2025-11-21,ORD01312,CUST1617,Sports,Tennis Racket,2,2329.03,4658.07,North
2025-11-21,ORD00632,CUST1536,Electronics,Headphones,1,30639.92,30639.92,South
2025-11-21,ORD01600,CUST1755,Clothing,Dress,2,2103.77,4207.54,North
2025-11-21,ORD03260,CUST2981,Books,Fiction,1,1722.31,1722.31,Central
2025-11-21,ORD03147,CUST2844,Electronics,Headphones,2,25332.12,50664.24,West
2025-11-21,ORD02871,CUST2910,Books,Fiction,1,514.04,514.04,Central
2025-11-21,ORD01231,CUST2215,Clothing,Shoes,1,2968.18,2968.18,West
2025-11-22,ORD01518,CUST1020,Electronics,Smartwatch,1,15213.06,15213.06,North
2025-11-22,ORD04996,CUST2069,Books,Biography,1,1652.77,1652.77,South
2025-11-22,ORD03780,CUST2071,Home & Kitchen,Vacuum,2,3510.23,7020.46,East
2025-11-22,ORD00898,CUST2391,Clothing,Dress,1,2795.96,2795.96,South
2025-11-22,ORD04566,CUST1536,Clothing,T-Shirt,2,1004.38,2008.77,East
2025-11-22,ORD00854,CUST2876,Home & Kitchen,Vacuum,2,2588.63,5177.26,West
2025-11-22,ORD00192,CUST1961,Electronics,Headphones,2,18716.98,37433.96,North
2025-11-22,ORD04972,CUST2604,Sports,Running Shoes,1,9009.68,9009.68,North
2025-11-22,ORD03505,CUST2660,Clothing,Shoes,1,2638.65,2638.65,East
2025-11-22,ORD04518,CUST1761,Electronics,Laptop,2,71786.3,143572.59,East
2025-11-22,ORD03942,CUST2868,Electronics,Laptop,2,61457.21,122914.43,South
2025-11-22,ORD04606,CUST1855,Home & Kitchen,Cookware,1,1887.9,1887.9,West
2025-11-22,ORD03392,CUST1675,Sports,Bicycle,2,3958.11,7916.21,East
2025-11-22,ORD00198,CUST1260,Home & Kitchen,Blender,2,14472.73,28945.47,South
2025-11-22,ORD00122,CUST2081,Home & Kitchen,Air Fryer,1,11640.49,11640.49,South
2025-11-22,ORD00595,CUST1532,Home & Kitchen,Coffee Maker,3,12114.54,36343.62,East
2025-11-22,ORD02721,CUST1058,Electronics,Smartphone,3,34162.74,102488.22,East
2025-11-22,ORD04223,CUST1886,Sports,Running Shoes,2,6852.71,13705.42,South
2025-11-22,ORD00672,CUST1031,Electronics,Headphones,1,8469.36,8469.36,West
2025-11-22,ORD00204,CUST1145,Electronics,Laptop,3,62236.25,186708.76,West
2025-11-23,ORD02426,CUST1903,Home & Kitchen,Vacuum,1,2142.28,2142.28,East
2025-11-23,ORD01357,CUST1067,Electronics,Smartwatch,1,68536.81,68536.81,East
2025-11-23,ORD00948,CUST2856,Clothing,Jeans,1,3696.1,3696.1,Central
2025-11-23,ORD02018,CUST1192,Books,Non-Fiction,2,609.84,1219.67,South
2025-11-23,ORD04124,CUST2709,Clothing,Jeans,2,1024.36,2048.73,South
2025-11-23,ORD00486,CUST2456,Sports,Running Shoes,1,1403.39,1403.39,West
2025-11-23,ORD01560,CUST1018,Books,Comics,4,1857.0,7427.99,South
2025-11-23,ORD00193,CUST2546,Electronics,Smartwatch,2,78714.51,157429.02,North
2025-11-23,ORD03395,CUST2828,Sports,Yoga Mat,2,1743.18,3486.36,West
2025-11-23,ORD00746,CUST2231,Clothing,Dress,1,2848.71,2848.71,Central
2025-11-24,ORD03772,CUST1319,Clothing,T-Shirt,2,2893.87,5787.74,West
2025-11-24,ORD04338,CUST2831,Electronics,Smartphone,1,27431.08,27431.08,East
2025-11-24,ORD02926,CUST2669,Clothing,T-Shirt,1,4531.69,4531.69,South
2025-11-24,ORD02233,CUST2083,Clothing,Jacket,2,4726.38,9452.76,Central
2025-11-24,ORD01782,CUST1277,Electronics,Smartwatch,2,42044.2,84088.4,North
2025-11-24,ORD00402,CUST2506,Electronics,Headphones,2,70868.94,141737.87,East
2025-11-24,ORD03289,CUST2313,Sports,Bicycle,2,1824.22,3648.43,Central
2025-11-24,ORD02357,CUST2670,Electronics,Tablet,1,5031.73,5031.73,North
2025-11-25,ORD02108,CUST1835,Home & Kitchen,Air Fryer,2,1747.83,3495.67,West
2025-11-25,ORD03976,CUST2214,Books,Comics,2,978.08,1956.16,East
2025-11-25,ORD00368,CUST2985,Clothing,Jeans,1,4351.66,4351.66,South
2025-11-25,ORD03007,CUST2593,Clothing,Jacket,2,3241.61,6483.22,West
2025-11-25,ORD03741,CUST1958,Sports,Dumbbells,1,2640.02,2640.02,Central
2025-11-25,ORD02003,CUST1213,Electronics,Headphones,1,35702.98,35702.98,East
2025-11-25,ORD00454,CUST1737,Electronics,Smartwatch,2,77947.0,155893.99,North
2025-11-25,ORD04788,CUST1631,Electronics,Laptop,4,16369.64,65478.56,East
2025-11-25,ORD02572,CUST2973,Home & Kitchen,Blender,1,7033.66,7033.66,East
2025-11-25,ORD00569,CUST1982,Sports,Dumbbells,2,3583.26,7166.53,Central
2025-11-25,ORD00409,CUST2075,Electronics,Smartphone,1,11434.57,11434.57,West
2025-11-26,ORD00786,CUST1649,Books,Fiction,1,1277.55,1277.55,East
2025-11-26,ORD02802,CUST2031,Books,Textbook,1,1035.1,1035.1,West
2025-11-26,ORD02013,CUST1035,Electronics,Headphones,2,48958.29,97916.58,South
2025-11-26,ORD00151,CUST2137,Electronics,Laptop,1,25357.31,25357.31,North
2025-11-26,ORD04471,CUST2188,Home & Kitchen,Vacuum,1,4458.67,4458.67,West
2025-11-26,ORD03337,CUST1655,Books,Textbook,2,623.11,1246.22,East
2025-11-26,ORD03353,CUST1960,Books,Non-Fiction,1,813.33,813.33,North
2025-11-26,ORD04294,CUST1079,Books,Non-Fiction,2,1329.0,2658.0,East
2025-11-26,ORD02321,CUST1452,Home & Kitchen,Coffee Maker,1,4555.53,4555.53,West
2025-11-26,ORD03642,CUST2653,Books,Fiction,5,1001.08,5005.41,West
2025-11-26,ORD02192,CUST1003,Electronics,Smartphone,5,64188.55,320942.74,North
2025-11-26,ORD00749,CUST1828,Home & Kitchen,Coffee Maker,1,6833.73,6833.73,North
2025-11-26,ORD00105,CUST2850,Clothing,Jeans,1,2876.85,2876.85,Central
2025-11-27,ORD02624,CUST1627,Clothing,Jeans,3,3622.73,10868.18,West
2025-11-27,ORD04803,CUST2158,Electronics,Tablet,4,63940.37,255761.5,South
2025-11-27,ORD02210,CUST2671,Sports,Yoga Mat,1,2324.09,2324.09,South
2025-11-27,ORD02252,CUST2974,Electronics,Laptop,1,48343.04,48343.04,South
2025-11-27,ORD01368,CUST1293,Electronics,Headphones,4,73246.63,292986.52,South
2025-11-27,ORD00044,CUST2753,Electronics,Smartphone,1,40573.15,40573.15,North
2025-11-27,ORD03660,CUST1563,Books,Comics,1,1812.26,1812.26,North
2025-11-27,ORD04603,CUST1834,Sports,Yoga Mat,1,5507.4,5507.4,West
2025-11-27,ORD04817,CUST1289,Sports,Bicycle,3,3166.4,9499.2,Central
2025-11-27,ORD04937,CUST1790,Electronics,Smartphone,2,69730.06,139460.11,East
2025-11-27,ORD03752,CUST2950,Home & Kitchen,Vacuum,2,14338.45,28676.9,East
2025-11-27,ORD02473,CUST1497,Electronics,Smartphone,1,40520.14,40520.14,South
2025-11-27,ORD00507,CUST2660,Home & Kitchen,Blender,1,6361.12,6361.12,East
2025-11-27,ORD02084,CUST1848,Sports,Yoga Mat,2,6338.94,12677.87,East
2025-11-27,ORD04900,CUST1570,Electronics,Headphones,1,64983.27,64983.27,East
2025-11-27,ORD04234,CUST2369,Sports,Dumbbells,1,6884.36,6884.36,North
2025-11-28,ORD04528,CUST1400,Sports,Tennis Racket,2,2530.18,5060.35,Central
2025-11-28,ORD02352,CUST2536,Books,Textbook,1,1451.77,1451.77,North
2025-11-28,ORD00274,CUST2903,Books,Fiction,5,1448.12,7240.61,East
2025-11-28,ORD03192,CUST1456,Sports,Running Shoes,2,5783.62,11567.23,North
2025-11-28,ORD01361,CUST1222,Clothing,T-Shirt,1,3486.01,3486.01,West
2025-11-29,ORD03903,CUST2650,Sports,Bicycle,2,1119.99,2239.97,West
2025-11-29,ORD01019,CUST2857,Home & Kitchen,Blender,1,5636.99,5636.99,Central
2025-11-29,ORD00938,CUST1000,Electronics,Laptop,2,43552.31,87104.62,West
2025-11-29,ORD03887,CUST1378,Electronics,Headphones,1,14856.17,14856.17,South
2025-11-29,ORD00243,CUST1379,Home & Kitchen,Coffee Maker,1,14609.11,14609.11,East
2025-11-29,ORD00837,CUST2646,Books,Textbook,2,722.51,1445.02,West
2025-11-29,ORD04727,CUST1515,Electronics,Smartphone,1,56529.36,56529.36,South
2025-11-29,ORD04916,CUST2400,Books,Non-Fiction,1,1556.86,1556.86,West
2025-11-29,ORD00954,CUST1343,Electronics,Laptop,2,36378.1,72756.21,South
2025-11-29,ORD02383,CUST1128,Clothing,Shoes,4,3338.39,13353.56,Central
2025-11-29,ORD02101,CUST2327,Electronics,Tablet,1,53205.64,53205.64,Central
2025-11-29,ORD03103,CUST2363,Sports,Bicycle,1,6656.46,6656.46,South
2025-11-30,ORD04859,CUST1699,Clothing,Jeans,3,3933.51,11800.52,West
2025-11-30,ORD02843,CUST1903,Electronics,Smartwatch,1,11655.59,11655.59,East
2025-11-30,ORD02854,CUST2421,Electronics,Laptop,1,70308.65,70308.65,Central
2025-11-30,ORD02206,CUST1166,Home & Kitchen,Vacuum,1,10821.28,10821.28,North
2025-11-30,ORD04117,CUST2395,Home & Kitchen,Vacuum,2,3056.71,6113.42,West
2025-11-30,ORD04930,CUST1009,Electronics,Tablet,2,35256.35,70512.7,North
2025-11-30,ORD04145,CUST1964,Clothing,T-Shirt,1,4200.18,4200.18,West
2025-11-30,ORD01663,CUST1613,Electronics,Tablet,1,35850.97,35850.97,South
2025-11-30,ORD01855,CUST1007,Sports,Yoga Mat,1,5479.06,5479.06,North
2025-11-30,ORD00997,CUST1115,Electronics,Laptop,1,23090.51,23090.51,South
2025-11-30,ORD02755,CUST2410,Clothing,Jacket,1,2588.5,2588.5,Central
2025-12-01,ORD02955,CUST1212,Books,Comics,1,1358.36,1358.36,West
2025-12-01,ORD00056,CUST1391,Electronics,Headphones,1,78778.37,78778.37,North
2025-12-01,ORD03484,CUST1423,Electronics,Headphones,1,71568.5,71568.5,South
2025-12-01,ORD03142,CUST1961,Home & Kitchen,Vacuum,1,7807.79,7807.79,East
2025-12-01,ORD04720,CUST2509,Clothing,Jacket,2,4311.0,8621.99,East
2025-12-01,ORD02836,CUST1522,Electronics,Smartphone,1,22384.73,22384.73,South
2025-12-01,ORD00814,CUST2485,Home & Kitchen,Air Fryer,1,8796.95,8796.95,East
2025-12-01,ORD01249,CUST2132,Electronics,Smartphone,1,56598.8,56598.8,North
2025-12-01,ORD00616,CUST2136,Clothing,Dress,1,3401.85,3401.85,Central
2025-12-01,ORD00826,CUST1823,Home & Kitchen,Coffee Maker,2,9249.74,18499.49,West
2025-12-01,ORD03637,CUST2638,Electronics,Smartwatch,3,22296.48,66889.45,North
2025-12-02,ORD00800,CUST1639,Sports,Bicycle,2,2645.87,5291.75,West
2025-12-02,ORD01687,CUST1445,Electronics,Headphones,1,33600.27,33600.27,South
2025-12-02,ORD00183,CUST2598,Electronics,Tablet,2,63261.6,126523.21,Central
2025-12-02,ORD04434,CUST2002,Clothing,Jeans,1,4624.03,4624.03,South
2025-12-02,ORD01023,CUST1122,Clothing,Dress,3,1987.7,5963.11,East
2025-12-03,ORD03609,CUST2363,Sports,Running Shoes,1,4834.21,4834.21,Central
2025-12-03,ORD03957,CUST2265,Electronics,Smartwatch,1,12132.03,12132.03,Central
2025-12-03,ORD02516,CUST2292,Home & Kitchen,Coffee Maker,4,2667.51,10670.03,Central
2025-12-03,ORD01016,CUST2178,Electronics,Headphones,5,60772.15,303860.75,East
2025-12-03,ORD00578,CUST2334,Sports,Tennis Racket,2,6436.97,12873.93,East
2025-12-03,ORD03167,CUST2674,Clothing,Jeans,1,4478.01,4478.01,Central
2025-12-03,ORD01635,CUST2372,Clothing,T-Shirt,5,4547.03,22735.14,East
2025-12-03,ORD04905,CUST1083,Books,Non-Fiction,2,1751.48,3502.96,North
2025-12-03,ORD02821,CUST2729,Electronics,Smartwatch,1,35401.37,35401.37,East
2025-12-03,ORD00808,CUST2723,Home & Kitchen,Cookware,2,4499.98,8999.96,West
2025-12-03,ORD01640,CUST1249,Electronics,Tablet,1,32405.46,32405.46,West
2025-12-03,ORD01520,CUST2476,Home & Kitchen,Air Fryer,2,3440.99,6881.99,North
2025-12-04,ORD00113,CUST2509,Home & Kitchen,Cookware,4,14754.76,59019.02,West
2025-12-04,ORD03439,CUST1874,Home & Kitchen,Vacuum,2,11748.8,23497.6,North
2025-12-04,ORD03440,CUST1110,Clothing,T-Shirt,1,4437.1,4437.1,West
2025-12-04,ORD01839,CUST2366,Home & Kitchen,Air Fryer,2,7900.26,15800.53,Central
